,symbol,name,codename,industry
2330,SZ000537,广宇发展,SZ000537 广宇发展,电力
2331,SZ000538,云南白药,SZ000538 云南白药,中药
2332,SZ000539,粤电力A,SZ000539 粤电力A,电力
2333,SZ000540,中天金融,SZ000540 中天金融,
2334,SZ000541,佛山照明,SZ000541 佛山照明,照明设备
2335,SZ000543,皖能电力,SZ000543 皖能电力,
2336,SZ000544,中原环保,SZ000544 中原环保,环境治理
2337,SZ000545,金浦钛业,SZ000545 金浦钛业,化学原料
2338,SZ000546,金圆股份,SZ000546 金圆股份,水泥
2339,SZ000547,航天发展,SZ000547 航天发展,军工电子
2340,SZ000548,湖南投资,SZ000548 湖南投资,铁路公路
2341,SZ000550,江铃汽车,SZ000550 江铃汽车,商用车
2342,SZ000551,创元科技,SZ000551 创元科技,环保设备
2343,SZ000553,安道麦A,SZ000553 安道麦A,农化制品
2344,SZ000554,泰山石油,SZ000554 泰山石油,炼化及贸易
2345,SZ000555,神州信息,SZ000555 神州信息,IT服务
2346,SZ000557,西部创业,SZ000557 西部创业,铁路公路
2347,SZ000558,莱茵体育,SZ000558 莱茵体育,房地产开发
2348,SZ000559,万向钱潮,SZ000559 万向钱潮,汽车零部件
2349,SZ000560,我爱我家,SZ000560 我爱我家,房地产服务
2350,SZ000561,烽火电子,SZ000561 烽火电子,航空装备
2351,SZ000563,陕国投A,SZ000563 陕国投A,多元金融
2352,SZ000564,ST大集,SZ000564 ST大集,一般零售
2353,SZ000565,渝三峡A,SZ000565 渝三峡A,化学制品
2354,SZ000566,海南海药,SZ000566 海南海药,
2355,SZ000567,海德股份,SZ000567 海德股份,多元金融
2356,SZ000568,泸州老窖,SZ000568 泸州老窖,白酒
2357,SZ000570,苏常柴A,SZ000570 苏常柴A,汽车零部件
2358,SZ000571,ST大洲,SZ000571 ST大洲,煤炭开采
2359,SZ000572,海马汽车,SZ000572 海马汽车,乘用车
2360,SZ000573,粤宏远A,SZ000573 粤宏远A,
2361,SZ000576,甘化科工,SZ000576 甘化科工,地面兵装
2362,SZ000581,威孚高科,SZ000581 威孚高科,汽车零部件
2363,SZ000582,北部湾港,SZ000582 北部湾港,航运港口
2364,SZ000584,哈工智能,SZ000584 哈工智能,自动化设备
2365,SZ000586,汇源通信,SZ000586 汇源通信,通信设备
2366,SZ000589,贵州轮胎,SZ000589 贵州轮胎,
2367,SZ000590,启迪药业,SZ000590 启迪药业,中药
2368,SZ000591,太阳能,SZ000591 太阳能,电力
2369,SZ000592,平潭发展,SZ000592 平潭发展,林业
2370,SZ000593,德龙汇能,SZ000593 德龙汇能,燃气
2371,SZ000595,宝塔实业,SZ000595 宝塔实业,通用设备
2372,SZ000596,古井贡酒,SZ000596 古井贡酒,白酒
2373,SZ000597,东北制药,SZ000597 东北制药,化学制药
2374,SZ000598,兴蓉环境,SZ000598 兴蓉环境,环境治理
2375,SZ000599,青岛双星,SZ000599 青岛双星,
2376,SZ000600,建投能源,SZ000600 建投能源,电力
2377,SZ000601,韶能股份,SZ000601 韶能股份,电力
2378,SZ000603,盛达资源,SZ000603 盛达资源,工业金属
2379,SZ000605,渤海股份,SZ000605 渤海股份,环境治理
2380,SZ000607,华媒控股,SZ000607 华媒控股,广告营销
2381,SZ000608,阳光股份,SZ000608 阳光股份,房地产开发
2382,SZ000609,中迪投资,SZ000609 中迪投资,
2383,SZ000610,西安旅游,SZ000610 西安旅游,酒店餐饮
2384,SZ000612,焦作万方,SZ000612 焦作万方,工业金属
2385,SZ000615,奥园美谷,SZ000615 奥园美谷,医疗美容
2386,SZ000616,ST海投,SZ000616 ST海投,多元金融
2387,SZ000617,中油资本,SZ000617 中油资本,多元金融
2388,SZ000619,海螺新材,SZ000619 海螺新材,装修建材
2389,SZ000620,新华联,SZ000620 新华联,房地产开发
2390,SZ000622,恒立实业,SZ000622 恒立实业,综合
2391,SZ000623,吉林敖东,SZ000623 吉林敖东,中药
2392,SZ000625,长安汽车,SZ000625 长安汽车,乘用车
2393,SZ000626,远大控股,SZ000626 远大控股,物流
2394,SZ000627,天茂集团,SZ000627 天茂集团,保险
2395,SZ000628,高新发展,SZ000628 高新发展,房屋建设
2396,SZ000629,钒钛股份,SZ000629 钒钛股份,冶钢原料
2397,SZ000630,铜陵有色,SZ000630 铜陵有色,工业金属
2398,SZ000631,顺发恒业,SZ000631 顺发恒业,房地产开发
2399,SZ000632,三木集团,SZ000632 三木集团,综合
2400,SZ000633,合金投资,SZ000633 合金投资,金属新材料
2401,SZ000635,英力特,SZ000635 英力特,化学原料
2402,SZ000636,风华高科,SZ000636 风华高科,元件
2403,SZ000637,茂化实华,SZ000637 茂化实华,炼化及贸易
2404,SZ000638,万方发展,SZ000638 万方发展,IT服务
2405,SZ000639,西王食品,SZ000639 西王食品,农产品加工
2406,SZ000650,仁和药业,SZ000650 仁和药业,中药
2407,SZ000651,格力电器,SZ000651 格力电器,白色家电
2408,SZ000652,泰达股份,SZ000652 泰达股份,综合
2409,SZ000655,金岭矿业,SZ000655 金岭矿业,冶钢原料
2410,SZ000656,金科股份,SZ000656 金科股份,
2411,SZ000657,中钨高新,SZ000657 中钨高新,小金属
2412,SZ000659,珠海中富,SZ000659 珠海中富,包装印刷
2413,SZ000661,长春高新,SZ000661 长春高新,生物制品
2414,SZ000663,永安林业,SZ000663 永安林业,林业
2415,SZ000665,湖北广电,SZ000665 湖北广电,电视广播
2416,SZ000666,经纬纺机,SZ000666 经纬纺机,多元金融
2417,SZ000667,美好置业,SZ000667 美好置业,
2418,SZ000668,荣丰控股,SZ000668 荣丰控股,医药商业
2419,SZ000669,ST金鸿,SZ000669 ST金鸿,燃气
2420,SZ000670,盈方微,SZ000670 盈方微,其他电子
2421,SZ000671,阳光城,SZ000671 阳光城,房地产开发
2422,SZ000672,上峰水泥,SZ000672 上峰水泥,水泥
2423,SZ000676,智度股份,SZ000676 智度股份,广告营销
2424,SZ000677,恒天海龙,SZ000677 恒天海龙,化学纤维
2425,SZ000678,襄阳轴承,SZ000678 襄阳轴承,
2426,SZ000679,大连友谊,SZ000679 大连友谊,一般零售
2427,SZ000680,山推股份,SZ000680 山推股份,工程机械
2428,SZ000681,视觉中国,SZ000681 视觉中国,数字媒体
2429,SZ000682,东方电子,SZ000682 东方电子,电网设备
2430,SZ000683,远兴能源,SZ000683 远兴能源,化学原料
2431,SZ000685,中山公用,SZ000685 中山公用,环境治理
2432,SZ000686,东北证券,SZ000686 东北证券,证券
2433,SZ000688,国城矿业,SZ000688 国城矿业,工业金属
2434,SZ000690,宝新能源,SZ000690 宝新能源,电力
2435,SZ000691,亚太实业,SZ000691 亚太实业,化学原料
2436,SZ000692,惠天热电,SZ000692 惠天热电,电力
2437,SZ000695,滨海能源,SZ000695 滨海能源,包装印刷
2438,SZ000697,*ST炼石,SZ000697 *ST炼石,航空装备
2439,SZ000698,沈阳化工,SZ000698 沈阳化工,炼化及贸易
2440,SZ000700,模塑科技,SZ000700 模塑科技,汽车零部件
2441,SZ000701,厦门信达,SZ000701 厦门信达,其他电子
2442,SZ000702,正虹科技,SZ000702 正虹科技,饲料
2443,SZ000703,恒逸石化,SZ000703 恒逸石化,炼化及贸易
2444,SZ000705,浙江震元,SZ000705 浙江震元,医药商业
2445,SZ000707,双环科技,SZ000707 双环科技,化学原料
2446,SZ000708,中信特钢,SZ000708 中信特钢,特钢
2447,SZ000709,河钢股份,SZ000709 河钢股份,普钢
2448,SZ000710,贝瑞基因,SZ000710 贝瑞基因,医疗服务
2449,SZ000711,京蓝科技,SZ000711 京蓝科技,环境治理
2450,SZ000712,锦龙股份,SZ000712 锦龙股份,证券
2451,SZ000713,丰乐种业,SZ000713 丰乐种业,种植业
2452,SZ000716,黑芝麻,SZ000716 黑芝麻,休闲食品
2453,SZ000717,中南股份,SZ000717 中南股份,普钢
2454,SZ000718,苏宁环球,SZ000718 苏宁环球,房地产开发
2455,SZ000719,中原传媒,SZ000719 中原传媒,出版
2456,SZ000720,新能泰山,SZ000720 新能泰山,电网设备
2457,SZ000722,湖南发展,SZ000722 湖南发展,电力
2458,SZ000723,美锦能源,SZ000723 美锦能源,焦炭
2459,SZ000725,京东方A,SZ000725 京东方A,光学光电子
2460,SZ000726,鲁泰A,SZ000726 鲁泰A,纺织制造
2461,SZ000727,冠捷科技,SZ000727 冠捷科技,光学光电子
2462,SZ000728,国元证券,SZ000728 国元证券,证券
2463,SZ000729,燕京啤酒,SZ000729 燕京啤酒,非白酒
2464,SZ000731,四川美丰,SZ000731 四川美丰,农化制品
2465,SZ000732,ST泰禾,SZ000732 ST泰禾,
2466,SZ000733,振华科技,SZ000733 振华科技,军工电子
2467,SZ000735,罗牛山,SZ000735 罗牛山,养殖业
2468,SZ000736,中交地产,SZ000736 中交地产,
2469,SZ000737,北方铜业,SZ000737 北方铜业,工业金属
2470,SZ000738,航发控制,SZ000738 航发控制,航空装备
2471,SZ000739,普洛药业,SZ000739 普洛药业,化学制药
2472,SZ000750,国海证券,SZ000750 国海证券,证券
2473,SZ000751,锌业股份,SZ000751 锌业股份,工业金属
2474,SZ000752,*ST西发,SZ000752 *ST西发,非白酒
2475,SZ000753,漳州发展,SZ000753 漳州发展,综合
2476,SZ000755,山西路桥,SZ000755 山西路桥,铁路公路
2477,SZ000756,新华制药,SZ000756 新华制药,化学制药
2478,SZ000757,浩物股份,SZ000757 浩物股份,汽车服务
2479,SZ000758,中色股份,SZ000758 中色股份,工业金属
2480,SZ000759,中百集团,SZ000759 中百集团,一般零售
2481,SZ000761,本钢板材,SZ000761 本钢板材,普钢
2482,SZ000762,西藏矿业,SZ000762 西藏矿业,能源金属
2483,SZ000766,通化金马,SZ000766 通化金马,化学制药
2484,SZ000767,晋控电力,SZ000767 晋控电力,电力
2485,SZ000768,中航西飞,SZ000768 中航西飞,航空装备
2486,SZ000776,广发证券,SZ000776 广发证券,证券
2487,SZ000777,中核科技,SZ000777 中核科技,通用设备
2488,SZ000778,新兴铸管,SZ000778 新兴铸管,普钢
2489,SZ000779,甘咨询,SZ000779 甘咨询,工程咨询服务
2490,SZ000782,美达股份,SZ000782 美达股份,化学纤维
2491,SZ000783,长江证券,SZ000783 长江证券,证券
2492,SZ000785,居然之家,SZ000785 居然之家,一般零售
2493,SZ000786,北新建材,SZ000786 北新建材,装修建材
2494,SZ000788,北大医药,SZ000788 北大医药,
2495,SZ000789,万年青,SZ000789 万年青,水泥
2496,SZ000790,华神科技,SZ000790 华神科技,中药
2497,SZ000791,甘肃能源,SZ000791 甘肃能源,电力
2498,SZ000792,盐湖股份,SZ000792 盐湖股份,农化制品
2499,SZ000793,华闻集团,SZ000793 华闻集团,出版
2500,SZ000795,英洛华,SZ000795 英洛华,金属新材料
2501,SZ000796,ST凯撒,SZ000796 ST凯撒,旅游及景区
2502,SZ000797,中国武夷,SZ000797 中国武夷,房地产开发
2503,SZ000798,中水渔业,SZ000798 中水渔业,渔业
2504,SZ000799,酒鬼酒,SZ000799 酒鬼酒,白酒
2505,SZ000800,一汽解放,SZ000800 一汽解放,商用车
2506,SZ000801,四川九洲,SZ000801 四川九洲,黑色家电
2507,SZ000802,北京文化,SZ000802 北京文化,影视院线
2508,SZ000803,山高环能,SZ000803 山高环能,电力
2509,SZ000806,*ST银河,SZ000806 *ST银河,
2510,SZ000807,云铝股份,SZ000807 云铝股份,工业金属
2511,SZ000809,ST新城,SZ000809 ST新城,房地产开发
2512,SZ000810,创维数字,SZ000810 创维数字,黑色家电
2513,SZ000811,冰轮环境,SZ000811 冰轮环境,
2514,SZ000812,陕西金叶,SZ000812 陕西金叶,包装印刷
2515,SZ000813,德展健康,SZ000813 德展健康,
2516,SZ000815,美利云,SZ000815 美利云,造纸
2517,SZ000816,智慧农业,SZ000816 智慧农业,
2518,SZ000818,航锦科技,SZ000818 航锦科技,化学原料
2519,SZ000819,岳阳兴长,SZ000819 岳阳兴长,炼化及贸易
2520,SZ000820,神雾节能,SZ000820 神雾节能,环境治理
2521,SZ000821,京山轻机,SZ000821 京山轻机,光伏设备
2522,SZ000822,山东海化,SZ000822 山东海化,化学原料
2523,SZ000823,超声电子,SZ000823 超声电子,元件
2524,SZ000825,太钢不锈,SZ000825 太钢不锈,特钢
2525,SZ000826,启迪环境,SZ000826 启迪环境,环境治理
2526,SZ000828,东莞控股,SZ000828 东莞控股,铁路公路
2527,SZ000829,天音控股,SZ000829 天音控股,专业连锁
2528,SZ000830,鲁西化工,SZ000830 鲁西化工,化学原料
2529,SZ000831,中国稀土,SZ000831 中国稀土,小金属
2530,SZ000833,粤桂股份,SZ000833 粤桂股份,综合
2531,SZ000836,富通信息,SZ000836 富通信息,通信设备
2532,SZ000837,秦川机床,SZ000837 秦川机床,
2533,SZ000838,财信发展,SZ000838 财信发展,房地产开发
2534,SZ000839,ST国安,SZ000839 ST国安,通信服务
2535,SZ000848,承德露露,SZ000848 承德露露,饮料乳品
2536,SZ000850,华茂股份,SZ000850 华茂股份,纺织制造
2537,SZ000851,高鸿股份,SZ000851 高鸿股份,通信设备
2538,SZ000852,石化机械,SZ000852 石化机械,
2539,SZ000856,冀东装备,SZ000856 冀东装备,
2540,SZ000858,五粮液,SZ000858 五粮液,白酒
2541,SZ000859,国风新材,SZ000859 国风新材,塑料
2542,SZ000860,顺鑫农业,SZ000860 顺鑫农业,白酒
2543,SZ000861,海印股份,SZ000861 海印股份,一般零售
2544,SZ000862,银星能源,SZ000862 银星能源,电力
2545,SZ000863,三湘印象,SZ000863 三湘印象,
2546,SZ000868,安凯客车,SZ000868 安凯客车,商用车
2547,SZ000869,张裕A,SZ000869 张裕A,非白酒
2548,SZ000875,吉电股份,SZ000875 吉电股份,电力
2549,SZ000876,新希望,SZ000876 新希望,养殖业
2550,SZ000877,天山股份,SZ000877 天山股份,水泥
2551,SZ000878,云南铜业,SZ000878 云南铜业,工业金属
2552,SZ000880,潍柴重机,SZ000880 潍柴重机,
2553,SZ000881,中广核技,SZ000881 中广核技,化学制品
2554,SZ000882,华联股份,SZ000882 华联股份,一般零售
2555,SZ000883,湖北能源,SZ000883 湖北能源,电力
2556,SZ000885,城发环境,SZ000885 城发环境,铁路公路
2557,SZ000886,海南高速,SZ000886 海南高速,房地产开发
2558,SZ000887,中鼎股份,SZ000887 中鼎股份,汽车零部件
2559,SZ000889,ST中嘉,SZ000889 ST中嘉,通信服务
2560,SZ000890,法尔胜,SZ000890 法尔胜,环保设备
2561,SZ000892,欢瑞世纪,SZ000892 欢瑞世纪,影视院线
2562,SZ000893,亚钾国际,SZ000893 亚钾国际,农化制品
2563,SZ000895,双汇发展,SZ000895 双汇发展,食品加工
2564,SZ000897,津滨发展,SZ000897 津滨发展,房地产开发
2565,SZ000898,鞍钢股份,SZ000898 鞍钢股份,普钢
2566,SZ000899,赣能股份,SZ000899 赣能股份,电力
2567,SZ000900,现代投资,SZ000900 现代投资,铁路公路
2568,SZ000901,航天科技,SZ000901 航天科技,
2569,SZ000902,新洋丰,SZ000902 新洋丰,农化制品
2570,SZ000903,云内动力,SZ000903 云内动力,
2571,SZ000905,厦门港务,SZ000905 厦门港务,航运港口
2572,SZ000906,浙商中拓,SZ000906 浙商中拓,物流
2573,SZ000908,景峰医药,SZ000908 景峰医药,化学制药
2574,SZ000909,数源科技,SZ000909 数源科技,
2575,SZ000910,大亚圣象,SZ000910 大亚圣象,家居用品
2576,SZ000911,南宁糖业,SZ000911 南宁糖业,农产品加工
2577,SZ000912,泸天化,SZ000912 泸天化,农化制品
2578,SZ000913,钱江摩托,SZ000913 钱江摩托,摩托车及其他
2579,SZ000915,华特达因,SZ000915 华特达因,化学制药
2580,SZ000917,电广传媒,SZ000917 电广传媒,电视广播
2581,SZ000918,嘉凯城,SZ000918 嘉凯城,
2582,SZ000919,金陵药业,SZ000919 金陵药业,化学制药
2583,SZ000920,沃顿科技,SZ000920 沃顿科技,塑料
2584,SZ000921,海信家电,SZ000921 海信家电,白色家电
2585,SZ000922,佳电股份,SZ000922 佳电股份,电机
2586,SZ000923,河钢资源,SZ000923 河钢资源,冶钢原料
2587,SZ000925,众合科技,SZ000925 众合科技,轨交设备
2588,SZ000926,福星股份,SZ000926 福星股份,房地产开发
2589,SZ000927,中国铁物,SZ000927 中国铁物,轨交设备
2590,SZ000928,中钢国际,SZ000928 中钢国际,专业工程
2591,SZ000929,兰州黄河,SZ000929 兰州黄河,非白酒
2592,SZ000930,中粮科技,SZ000930 中粮科技,农产品加工
2593,SZ000931,中关村,SZ000931 中关村,化学制药
2594,SZ000932,华菱钢铁,SZ000932 华菱钢铁,普钢
2595,SZ000933,神火股份,SZ000933 神火股份,工业金属
2596,SZ000935,四川双马,SZ000935 四川双马,水泥
2597,SZ000936,华西股份,SZ000936 华西股份,化学纤维
2598,SZ000937,冀中能源,SZ000937 冀中能源,煤炭开采
2599,SZ000938,紫光股份,SZ000938 紫光股份,IT服务
2600,SZ000948,南天信息,SZ000948 南天信息,软件开发
2601,SZ000949,新乡化纤,SZ000949 新乡化纤,化学纤维
2602,SZ000950,重药控股,SZ000950 重药控股,医药商业
2603,SZ000951,中国重汽,SZ000951 中国重汽,商用车
2604,SZ000952,广济药业,SZ000952 广济药业,化学制药
2605,SZ000953,河化股份,SZ000953 河化股份,化学制药
2606,SZ000955,欣龙控股,SZ000955 欣龙控股,纺织制造
2607,SZ000957,中通客车,SZ000957 中通客车,商用车
2608,SZ000958,电投产融,SZ000958 电投产融,多元金融
2609,SZ000959,首钢股份,SZ000959 首钢股份,普钢
2610,SZ000960,锡业股份,SZ000960 锡业股份,小金属
2611,SZ000961,中南建设,SZ000961 中南建设,
2612,SZ000962,东方钽业,SZ000962 东方钽业,小金属
2613,SZ000965,天保基建,SZ000965 天保基建,
2614,SZ000966,长源电力,SZ000966 长源电力,电力
2615,SZ000967,盈峰环境,SZ000967 盈峰环境,环保设备
2616,SZ000968,蓝焰控股,SZ000968 蓝焰控股,油气开采
2617,SZ000969,安泰科技,SZ000969 安泰科技,金属新材料
2618,SZ000970,中科三环,SZ000970 中科三环,金属新材料
2619,SZ000971,ST高升,SZ000971 ST高升,通信服务
2620,SZ000972,ST中基,SZ000972 ST中基,农产品加工
2621,SZ000973,佛塑科技,SZ000973 佛塑科技,塑料
2622,SZ000975,银泰黄金,SZ000975 银泰黄金,贵金属
2623,SZ000976,华铁股份,SZ000976 华铁股份,轨交设备
2624,SZ000977,浪潮信息,SZ000977 浪潮信息,计算机设备
2625,SZ000980,众泰汽车,SZ000980 众泰汽车,汽车零部件
2626,SZ000981,山子股份,SZ000981 山子股份,汽车零部件
2627,SZ000982,中银绒业,SZ000982 中银绒业,纺织制造
2628,SZ000983,山西焦煤,SZ000983 山西焦煤,煤炭开采
2629,SZ000985,大庆华科,SZ000985 大庆华科,炼化及贸易
2630,SZ000987,越秀资本,SZ000987 越秀资本,多元金融
2631,SZ000988,华工科技,SZ000988 华工科技,自动化设备
2632,SZ000989,九芝堂,SZ000989 九芝堂,中药
2633,SZ000990,诚志股份,SZ000990 诚志股份,化学原料
2634,SZ000993,闽东电力,SZ000993 闽东电力,电力
2635,SZ000995,*ST皇台,SZ000995 *ST皇台,白酒
2636,SZ000996,中国中期,SZ000996 中国中期,汽车服务
2637,SZ000997,新大陆,SZ000997 新大陆,计算机设备
2638,SZ000998,隆平高科,SZ000998 隆平高科,种植业
2639,SZ000999,华润三九,SZ000999 华润三九,中药
2640,SZ001201,东瑞股份,SZ001201 东瑞股份,养殖业
2641,SZ001202,炬申股份,SZ001202 炬申股份,物流
2642,SZ001203,大中矿业,SZ001203 大中矿业,冶钢原料
2643,SZ001205,盛航股份,SZ001205 盛航股份,航运港口
2644,SZ001206,依依股份,SZ001206 依依股份,个护用品
2645,SZ001207,联科科技,SZ001207 联科科技,橡胶
2646,SZ001208,华菱线缆,SZ001208 华菱线缆,电网设备
2647,SZ001209,洪兴股份,SZ001209 洪兴股份,服装家纺
2648,SZ001210,金房节能,SZ001210 金房节能,电力
2649,SZ001211,双枪科技,SZ001211 双枪科技,家居用品
2650,SZ001212,中旗新材,SZ001212 中旗新材,装修建材
2651,SZ001213,中铁特货,SZ001213 中铁特货,铁路公路
2652,SZ001216,华瓷股份,SZ001216 华瓷股份,家居用品
2653,SZ001217,华尔泰,SZ001217 华尔泰,化学原料
2654,SZ001218,丽臣实业,SZ001218 丽臣实业,化学制品
2655,SZ001219,青岛食品,SZ001219 青岛食品,休闲食品
2656,SZ001222,源飞宠物,SZ001222 源飞宠物,文娱用品
2657,SZ001223,欧克科技,SZ001223 欧克科技,自动化设备
2658,SZ001225,和泰机电,SZ001225 和泰机电,专用设备
2659,SZ001226,拓山重工,SZ001226 拓山重工,工程机械
2660,SZ001227,兰州银行,SZ001227 兰州银行,城商行
2661,SZ001228,永泰运,SZ001228 永泰运,物流
2662,SZ001229,魅视科技,SZ001229 魅视科技,计算机设备
2663,SZ001230,劲旅环境,SZ001230 劲旅环境,环境治理
2664,SZ001231,农心科技,SZ001231 农心科技,农化制品
2665,SZ001234,泰慕士,SZ001234 泰慕士,纺织制造
2666,SZ001236,弘业期货,SZ001236 弘业期货,多元金融
2667,SZ001238,浙江正特,SZ001238 浙江正特,文娱用品
2668,SZ001255,博菲电气,SZ001255 博菲电气,塑料
2669,SZ001256,炜冈科技,SZ001256 炜冈科技,专用设备
2670,SZ001258,立新能源,SZ001258 立新能源,电力
2671,SZ001259,利仁科技,SZ001259 利仁科技,小家电
2672,SZ001260,坤泰股份,SZ001260 坤泰股份,汽车零部件
2673,SZ001266,宏英智能,SZ001266 宏英智能,自动化设备
2674,SZ001267,汇绿生态,SZ001267 汇绿生态,基础建设
2675,SZ001268,联合精密,SZ001268 联合精密,家电零部件
2676,SZ001269,欧晶科技,SZ001269 欧晶科技,光伏设备
2677,SZ001270,铖昌科技,SZ001270 铖昌科技,军工电子
2678,SZ001278,一彬科技,SZ001278 一彬科技,
2679,SZ001283,豪鹏科技,SZ001283 豪鹏科技,电池
2680,SZ001288,运机集团,SZ001288 运机集团,
2681,SZ001289,龙源电力,SZ001289 龙源电力,电力
2682,SZ001296,长江材料,SZ001296 长江材料,非金属材料
2683,SZ001298,好上好,SZ001298 好上好,其他电子
2684,SZ001299,美能能源,SZ001299 美能能源,燃气
2685,SZ001300,三柏硕,SZ001300 三柏硕,文娱用品
2686,SZ001301,尚太科技,SZ001301 尚太科技,电池
2687,SZ001308,康冠科技,SZ001308 康冠科技,光学光电子
2688,SZ001309,德明利,SZ001309 德明利,计算机设备
2689,SZ001311,多利科技,SZ001311 多利科技,汽车零部件
2690,SZ001313,粤海饲料,SZ001313 粤海饲料,饲料
2691,SZ001314,亿道信息,SZ001314 亿道信息,消费电子
2692,SZ001316,润贝航科,SZ001316 润贝航科,炼化及贸易
2693,SZ001317,三羊马,SZ001317 三羊马,铁路公路
2694,SZ001318,阳光乳业,SZ001318 阳光乳业,饮料乳品
2695,SZ001319,铭科精技,SZ001319 铭科精技,
2696,SZ001323,慕思股份,SZ001323 慕思股份,家居用品
2697,SZ001330,博纳影业,SZ001330 博纳影业,影视院线
2698,SZ001331,胜通能源,SZ001331 胜通能源,燃气
2699,SZ001332,锡装股份,SZ001332 锡装股份,专用设备
2700,SZ001333,光华股份,SZ001333 光华股份,塑料
2701,SZ001336,楚环科技,SZ001336 楚环科技,环保设备
2702,SZ001337,四川黄金,SZ001337 四川黄金,贵金属
2703,SZ001338,永顺泰,SZ001338 永顺泰,农产品加工
2704,SZ001339,智微智能,SZ001339 智微智能,计算机设备
2705,SZ001366,播恩集团,SZ001366 播恩集团,饲料
2706,SZ001368,通达创智,SZ001368 通达创智,文娱用品
2707,SZ001696,宗申动力,SZ001696 宗申动力,通用设备
2708,SZ001872,招商港口,SZ001872 招商港口,航运港口
2709,SZ001896,豫能控股,SZ001896 豫能控股,电力
2710,SZ001914,招商积余,SZ001914 招商积余,房地产服务
2711,SZ001965,招商公路,SZ001965 招商公路,铁路公路
2712,SZ001979,招商蛇口,SZ001979 招商蛇口,房地产开发
2713,SZ002001,新和成,SZ002001 新和成,化学制药
2714,SZ002002,鸿达兴业,SZ002002 鸿达兴业,化学原料
2715,SZ002003,伟星股份,SZ002003 伟星股份,纺织制造
2716,SZ002004,华邦健康,SZ002004 华邦健康,化学制药
2717,SZ002005,ST德豪,SZ002005 ST德豪,小家电
2718,SZ002006,精工科技,SZ002006 精工科技,
2719,SZ002007,华兰生物,SZ002007 华兰生物,生物制品
2720,SZ002008,大族激光,SZ002008 大族激光,自动化设备
2721,SZ002009,天奇股份,SZ002009 天奇股份,
2722,SZ002010,传化智联,SZ002010 传化智联,物流
2723,SZ002011,盾安环境,SZ002011 盾安环境,家电零部件
2724,SZ002012,凯恩股份,SZ002012 凯恩股份,造纸
2725,SZ002014,永新股份,SZ002014 永新股份,包装印刷
2726,SZ002015,协鑫能科,SZ002015 协鑫能科,电力
2727,SZ002016,世荣兆业,SZ002016 世荣兆业,房地产开发
2728,SZ002017,东信和平,SZ002017 东信和平,通信设备
2729,SZ002019,亿帆医药,SZ002019 亿帆医药,化学制药
2730,SZ002020,京新药业,SZ002020 京新药业,化学制药
2731,SZ002021,ST中捷,SZ002021 ST中捷,专用设备
2732,SZ002022,科华生物,SZ002022 科华生物,医疗器械
2733,SZ002023,海特高新,SZ002023 海特高新,航空装备
2734,SZ002024,ST易购,SZ002024 ST易购,互联网电商
2735,SZ002025,航天电器,SZ002025 航天电器,军工电子
2736,SZ002026,山东威达,SZ002026 山东威达,通用设备
2737,SZ002027,分众传媒,SZ002027 分众传媒,广告营销
2738,SZ002028,思源电气,SZ002028 思源电气,电网设备
2739,SZ002029,七匹狼,SZ002029 七匹狼,服装家纺
2740,SZ002030,达安基因,SZ002030 达安基因,医疗器械
2741,SZ002031,巨轮智能,SZ002031 巨轮智能,专用设备
2742,SZ002032,苏泊尔,SZ002032 苏泊尔,小家电
2743,SZ002034,旺能环境,SZ002034 旺能环境,环境治理
2744,SZ002035,华帝股份,SZ002035 华帝股份,厨卫电器
2745,SZ002036,联创电子,SZ002036 联创电子,光学光电子
2746,SZ002037,保利联合,SZ002037 保利联合,
2747,SZ002038,双鹭药业,SZ002038 双鹭药业,生物制品
2748,SZ002039,黔源电力,SZ002039 黔源电力,电力
2749,SZ002040,南京港,SZ002040 南京港,航运港口
2750,SZ002041,登海种业,SZ002041 登海种业,种植业
2751,SZ002042,华孚时尚,SZ002042 华孚时尚,纺织制造
2752,SZ002043,兔宝宝,SZ002043 兔宝宝,装修建材
2753,SZ002044,美年健康,SZ002044 美年健康,医疗服务
2754,SZ002045,国光电器,SZ002045 国光电器,消费电子
2755,SZ002046,国机精工,SZ002046 国机精工,通用设备
2756,SZ002047,宝鹰股份,SZ002047 宝鹰股份,装修装饰
2757,SZ002048,宁波华翔,SZ002048 宁波华翔,汽车零部件
2758,SZ002049,紫光国微,SZ002049 紫光国微,半导体
2759,SZ002050,三花智控,SZ002050 三花智控,家电零部件
2760,SZ002051,中工国际,SZ002051 中工国际,专业工程
2761,SZ002052,*ST同洲,SZ002052 *ST同洲,黑色家电
2762,SZ002053,云南能投,SZ002053 云南能投,化学原料
2763,SZ002054,德美化工,SZ002054 德美化工,化学制品
2764,SZ002055,得润电子,SZ002055 得润电子,消费电子
2765,SZ002056,横店东磁,SZ002056 横店东磁,金属新材料
2766,SZ002057,中钢天源,SZ002057 中钢天源,金属新材料
2767,SZ002058,威尔泰,SZ002058 威尔泰,通用设备
2768,SZ002059,云南旅游,SZ002059 云南旅游,旅游及景区
2769,SZ002060,粤水电,SZ002060 粤水电,电力
2770,SZ002061,浙江交科,SZ002061 浙江交科,基础建设
2771,SZ002062,宏润建设,SZ002062 宏润建设,基础建设
2772,SZ002063,远光软件,SZ002063 远光软件,软件开发
2773,SZ002064,华峰化学,SZ002064 华峰化学,化学纤维
