,symbol,net_profit_cagr,north_net_inflow,ps,type,percent,has_follow,tick_size,pb_ttm,float_shares,current,amplitude,pcf,current_year_percent,float_market_capital,north_net_inflow_time,market_capital,dividend_yield,lot_size,roe_ttm,total_percent,percent5m,income_cagr,amount,chg,issue_date_ts,eps,main_net_inflows,volume,volume_ratio,pb,followers,turnover_rate,first_percent,name,pe_ttm,total_shares,limitup_days,codename
917,SH601669,12.268422797619236,-4274253.5852672495,0.2926,11,0.26,False,0.01,1.1757,10991401639,7.8,3.21,8.5247,10.17,85732932784.0,1681315200000.0,134364042805.0,1.128,100,7.972255720976452,103.82,0.13,9.726255069077697,1592671448.0,0.02,1318867200000,0.58,72565239.1,205250463.0,1.69,1.176,287090.0,1.87,17.11,中国电建,13.453,17226159334,0,SH601669 中国电建
918,SH601677,23.88013852378379,-14374193.55452833,0.5098,11,0.78,False,0.01,1.2896,969816852,15.55,2.14,11.7902,-14.28,15080652049.0,1681315200000.0,15080652049.0,1.28,100,16.02989857709122,30.58,0.06,30.97581456180243,228211550.0,0.12,1316361600000,1.82,913984.0,14616731.0,0.97,1.284,29579.0,1.51,-8.7,明泰铝业,8.521,969816852,0,SH601677 明泰铝业
919,SH601678,38.658007531022776,-65426.56848871673,1.1143,11,-0.19,False,0.01,0.9478,2058036276,5.15,0.97,5.8997,0.19,10598886821.0,1681315200000.0,10598886821.0,2.913,100,11.700380638538928,16.02,-0.19,15.964641874546182,66196410.0,-0.01,1266854400000,0.6,-1674006.0,12825271.0,0.48,0.948,48684.0,0.62,16.53,滨化股份,8.619,2058036276,0,SH601678 滨化股份
920,SH601686,-55.357055572887134,-845745.111596451,0.1258,11,0.16,False,0.01,1.4614,562877791,6.14,0.98,2.9475,5.91,3456069637.0,1681315200000.0,8783014521.0,2.443,100,1.7550222055357785,-57.14,-0.16,16.57771077735446,15246141.0,0.01,1607011200000,0.08,158215.0,2482666.0,0.91,1.465,6139.0,0.44,44.01,友发集团,79.612,1430458391,0,SH601686 友发集团
921,SH601688,7.081749815024874,90030651.02723081,3.8987,11,0.29,False,0.01,0.856,7312116320,13.76,1.38,1.8593,8.01,100614720563.0,1681315200000.0,124880105012.0,3.27,100,7.050936363056004,-16.85,0.15,8.811498895231317,615482756.0,0.04,1267113600000,1.22,-24229517.0,44732647.0,0.53,0.749,354830.0,0.61,5.3,华泰证券,11.299,9075589027,0,SH601688 华泰证券
922,SH601689,52.94345360679789,171914148.27223882,4.3968,11,3.52,False,0.01,5.6392,1102048168,58.82,5.7,40.2352,0.41,64822473242.0,1681315200000.0,64822473242.0,0.473,100,13.29371685228384,458.94,-0.05,44.79872423559017,725493036.0,2.0,1426694400000,1.34,59159133.0,12371893.0,1.31,5.64,64939.0,1.12,43.98,拓普集团,44.019,1102048168,0,SH601689 拓普集团
923,SH601696,-0.717218184621915,-8635529.401117168,10.2254,11,-0.27,False,0.01,1.8482,2778000000,10.89,1.1,3.7388,3.03,30252420000.0,1681315200000.0,30252420000.0,0.331,100,4.895704903132444,67.62,-0.18,-0.569236326505973,208782033.0,-0.03,1582646400000,0.28,-25847793.0,19125288.0,0.65,1.849,39309.0,0.69,44.06,中银证券,38.555,2778000000,0,SH601696 中银证券
924,SH601698,21.76574544223675,1953379.511065572,31.2683,11,0.6,False,0.01,4.9622,4000000000,20.0,3.37,44.4083,75.13,80000000000.0,1681315200000.0,84487708240.0,0.135,100,5.433915525387957,516.88,0.0,-0.0421179872109767,781617701.0,0.12,1561651200000,0.17,-10332000.0,38984563.0,0.64,5.865,64893.0,0.97,44.12,中国卫通,116.552,4224385412,0,SH601698 中国卫通
925,SH601699,64.80738047607059,2078031.3291484483,1.0356,11,-0.9,False,0.01,1.2782,2991409200,18.73,2.12,1.8894,11.16,56029094316.0,1681315200000.0,56029094316.0,3.593,100,26.287722985138025,743.5,0.05,29.49846170614736,446872974.0,-0.17,1158854400000,3.39,-20535293.0,23793422.0,1.0,1.278,70699.0,0.8,29.27,潞安环能,5.527,2991409200,0,SH601699 潞安环能
926,SH601700,,326337.33070551493,2.1356,11,-0.74,False,0.01,2.3044,1142246700,5.36,1.67,92.4787,4.89,6122442312.0,1681315200000.0,6122442312.0,0.933,100,1.8676333017792504,11.46,0.19,-2.4770068229089115,33770188.0,-0.04,1295280000000,0.04,-5514288.0,6294355.0,0.81,2.3,34446.0,0.55,-14.4,风范股份,125.518,1142246700,0,SH601700 风范股份
927,SH601702,56.9678218521978,6884480.846648385,1.679,11,2.24,False,0.01,3.8042,277930000,13.67,3.22,19.5353,-8.56,3799303100.0,1681315200000.0,13649913302.0,0.556,100,19.811785970405264,212.36,0.22,34.74200454929739,173927174.0,0.3,1599408000000,0.65,12992415.0,12760750.0,0.67,3.808,23193.0,4.59,43.9,华峰铝业,20.912,998530600,0,SH601702 华峰铝业
928,SH601717,34.62661066095514,2079486.1541061169,0.7792,11,0.43,False,0.01,1.4022,1514363770,14.01,1.22,11.0656,25.54,21216236418.0,1681315200000.0,24969266040.0,3.997,100,15.570676007626169,21.46,0.0,7.600463813371716,60418117.0,0.06,1280764800000,1.42,-1981780.0,4297348.0,0.51,1.402,29761.0,0.28,57.2,郑煤机,9.837,1782245970,0,SH601717 郑煤机
929,SH601718,,-20349310.111044,0.9613,11,-0.32,False,0.01,0.7957,4391629404,3.09,1.61,,6.19,13570134858.0,1681315200000.0,13570134858.0,0.971,100,0.8165734754947784,-40.64,0.0,-11.319805238681768,147768833.0,-0.01,1281888000000,0.03,-21334542.0,47789077.0,0.78,0.796,75606.0,1.09,76.29,际华集团,97.52,4391629404,0,SH601718 际华集团
930,SH601727,,-5280639.316328458,0.6225,11,3.07,False,0.01,1.3347,12655327092,4.7,3.95,8.6322,19.29,59480037332.0,1681315200000.0,73225102732.0,0.0,100,-6.312548706646952,-10.31,-0.21,-2.6541764759972275,374105653.0,0.14,1228406400000,-0.23,70205500.0,80166994.0,2.02,1.335,207230.0,0.63,42.26,上海电气,,15579809092,0,SH601727 上海电气
931,SH601728,10.374565914453228,485515.31283140485,1.3274,11,1.32,False,0.01,1.4592,19590425382,6.89,4.26,4.5947,64.44,134978030882.0,1681315200000.0,630484185636.0,2.845,100,6.411302048951499,55.26,0.0,8.466534192988417,2784946793.0,0.09,1629388800000,0.3,-43924911.0,404839165.0,0.78,1.46,119519.0,2.07,34.88,中国电信,22.849,91507138699,0,SH601728 中国电信
932,SH601766,-0.4014450945939107,39002555.45045001,0.8805,11,1.03,False,0.01,1.2661,24327798048,6.84,2.07,8.1952,33.86,166402138648.0,1681315200000.0,196300230362.0,2.924,100,7.676447053450483,134.91,0.0,-0.8917582028607707,749292811.0,0.07,1218988800000,0.41,26848727.0,109832861.0,1.06,1.267,380164.0,0.45,58.26,中国中车,16.845,28698864088,0,SH601766 中国中车
933,SH601777,,-1985580.8789343208,2.4127,11,0.57,False,0.01,1.5383,2250450000,3.55,1.7,,-8.03,7989097500.0,1681315200000.0,16228906650.0,0.0,100,1.544943496013845,-79.05,0.0,3.457550622639816,35479435.0,0.02,1290614400000,0.03,-371584.0,9960569.0,1.11,1.543,283222.0,0.44,23.24,力帆科技,102.525,4571523000,0,SH601777 力帆科技
934,SH601778,-22.860644772431318,7137127.45573948,5.2771,11,0.61,False,0.01,1.178,2040982283,4.96,2.23,11.3471,-9.82,10123272124.0,1681315200000.0,17711581719.0,0.202,100,2.776948377689198,-4.61,0.0,-15.16088708280019,210898457.0,0.03,1589817600000,0.09,5989367.0,42900038.0,1.38,1.178,50624.0,2.1,43.94,晶科科技,52.503,3570883411,0,SH601778 晶科科技
935,SH601788,77.74036345001198,-33063391.19406405,6.6811,11,0.19,False,0.01,1.3213,3906698839,15.62,1.67,3.9292,5.04,61022635865.0,1681315200000.0,72020502921.0,1.344,100,5.233545985620264,-35.37,0.19,2.338878488757956,496968934.0,0.03,1250524800000,0.69,-19984670.0,31957009.0,0.67,1.321,268278.0,0.82,29.98,光大证券,22.584,4610787639,0,SH601788 光大证券
936,SH601789,11.077271375349774,,0.2745,11,1.54,False,0.01,1.4376,1086798590,5.29,2.88,31.3852,22.45,5749164541.0,,5749164541.0,2.268,100,8.202472098070698,11.91,0.19,3.865853895140092,223012966.0,0.08,1313424000000,0.33,-398683.0,42541011.0,0.97,1.438,51264.0,3.91,75.74,宁波建工,16.135,1086798590,0,SH601789 宁波建工
937,SH601798,36.19685649749429,,2.7587,11,-0.27,False,0.01,1.6894,354528198,7.44,1.61,62.8383,9.73,2637689793.0,,2637689793.0,0.0,100,-7.946173733529394,-45.93,0.13,-0.5853183866234679,30706746.0,-0.02,1308672000000,-0.37,-2445173.0,4131500.0,0.47,1.691,21216.0,1.17,23.0,蓝科高新,,354528198,0,SH601798 蓝科高新
938,SH601799,6.023526850882965,-13915734.77470662,4.1293,11,1.55,False,0.01,3.9967,285679419,119.22,5.26,24.1833,-6.4,34058700333.0,1681315200000.0,34058700333.0,0.923,100,11.494222884766929,665.35,0.2,10.628650451349152,192789332.0,1.82,1296489600000,3.3,16778459.0,1602772.0,1.35,3.997,29539.0,0.56,-7.11,星宇股份,36.178,285679419,0,SH601799 星宇股份
939,SH601800,-1.6923864712021008,-16944820.589719143,0.2704,11,1.95,False,0.01,0.7984,11747235425,12.05,4.74,440.4263,49.69,141554186871.0,1681315200000.0,194796822671.0,1.801,100,7.044618224506715,131.61,-0.08,9.091068567582262,1531066385.0,0.23,1331222400000,1.18,-435894.0,127409266.0,1.26,0.799,235344.0,1.08,23.33,中国交建,10.197,16165711425,0,SH601800 中国交建
940,SH601801,7.631975589042805,-2364510.4733064435,1.1371,11,-2.63,False,0.01,1.1653,1989204737,6.66,3.95,8.4973,27.83,13248103548.0,1681315200000.0,13248103548.0,2.553,100,6.300496025474983,-16.36,0.0,11.16846496417272,133768713.0,-0.18,1263744000000,0.35,-7053355.0,20003421.0,0.86,1.164,30738.0,1.01,49.41,皖新传媒,18.782,1989204737,0,SH601801 皖新传媒
941,SH601808,-2.0341524377676445,36408680.59234681,2.1182,11,0.06,False,0.01,1.9205,2960468000,15.83,2.4,10.9472,-4.52,46864208440.0,1681315200000.0,75534301360.0,1.011,100,6.0819545479126464,-46.8,-0.06,4.6258443181641296,113927893.0,0.01,1190908800000,0.49,-4737751.0,7219190.0,0.73,1.921,80937.0,0.24,195.99,中海油服,32.106,4771592000,0,SH601808 中海油服
942,SH601811,7.032983882263322,-7105411.25979133,1.5138,11,-3.32,False,0.01,1.3247,791903900,13.41,5.48,8.1733,35.18,10619431299.0,1681315200000.0,16545807810.0,2.535,100,11.780534674852795,56.93,-0.37,7.321416525844571,131747667.0,-0.46,1470585600000,1.13,2328135.0,9831462.0,1.04,1.325,15292.0,1.24,43.96,新华文轩,11.847,1233841000,0,SH601811 新华文轩
943,SH601816,-75.21097670648484,15773148.142135916,11.8471,11,0.78,False,0.01,1.3786,49106484611,5.19,1.55,30.1012,5.49,254862655131.0,1681315200000.0,254862655131.0,0.944,100,0.3343240738040045,-9.15,0.0,-17.765101580638067,341794820.0,0.04,1579104000000,0.01,-33000490.0,66137300.0,1.08,1.38,78481.0,0.13,38.73,京沪高铁,410.403,49106484611,0,SH601816 京沪高铁
944,SH601818,6.251788941863912,23698228.98664313,1.2041,11,0.32,False,0.01,0.4578,46406815561,3.09,0.65,,0.65,143397060083.0,1681315200000.0,182574352778.0,6.149,100,9.048519142302084,57.48,-0.32,4.516417615020107,284343505.0,0.01,1282060800000,0.76,-24845969.0,91974462.0,1.09,0.414,325464.0,0.2,18.06,光大银行,4.075,59085551061,0,SH601818 光大银行
945,SH601825,8.6880478276536,3472398.908961052,2.1932,11,-0.34,False,0.01,0.5575,4621763445,5.81,0.51,1.2662,-1.19,26852445615.0,1681315200000.0,56034222225.0,9.639,100,11.321035160078155,-40.85,0.0,6.931019511258008,29437486.0,-0.02,1629302400000,1.14,-2857985.0,5059307.0,0.66,0.558,11229.0,0.11,20.22,沪农商行,5.089,9644444445,0,SH601825 沪农商行
946,SH601827,27.204103288733773,4393614.88710942,2.073,11,0.4,False,0.01,1.2951,799741000,7.44,1.08,6.405,15.71,5950073040.0,1681315200000.0,12486313920.0,2.984,100,12.350299825164893,-4.86,0.13,11.339561133041489,46754485.0,0.03,1591286400000,0.68,2151607.0,6286100.0,0.68,1.296,13115.0,0.79,44.01,三峰环境,10.96,1678268000,0,SH601827 三峰环境
947,SH601828,-44.91662378953466,2735944.502437636,1.6756,11,-1.27,False,0.01,0.4424,3613447039,5.44,2.18,6.1072,15.99,19657151892.0,1681315200000.0,23689745741.0,0.625,100,1.3925524449623277,-47.04,0.0,-4.959633874219016,69465883.0,-0.07,1516118400000,0.17,-14723647.0,12731686.0,0.97,0.442,28671.0,0.35,43.99,美凯龙,31.641,4354732673,0,SH601828 美凯龙
948,SH601838,22.90269590054903,23922108.87757166,2.5812,11,1.54,False,0.01,1.0081,3727621382,13.82,2.35,,-9.67,51515727499.0,1681315200000.0,51627875113.0,4.407,100,17.610008709790627,98.1,0.0,17.732803788692706,296215621.0,0.21,1517328000000,2.53,29976897.0,21549790.0,1.4,0.983,50998.0,0.58,44.06,成都银行,5.462,3735736260,0,SH601838 成都银行
949,SH601857,48.43174118339881,-19449115.980908085,0.3899,11,1.77,False,0.01,0.9221,161922077818,6.9,3.54,3.2071,38.83,1117262336944.0,1681315200000.0,1262844746944.0,6.13,100,11.344688274547911,-78.27,-0.14,8.774635369185413,1886902141.0,0.12,1194192000000,0.82,40298104.0,275387997.0,0.92,0.922,313662.0,0.17,163.23,中国石油,8.454,183020977818,0,SH601857 中国石油
950,SH601858,-0.2516906788501361,-12522906.059027435,8.3451,11,9.98,False,0.01,4.6708,790500000,27.32,13.24,49.6932,152.73,21596460000.0,1681315200000.0,21596460000.0,0.93,100,10.52235957458014,208.78,0.0,0.7517151874690597,1399203135.0,2.48,1484668800000,0.6,24958115.0,53696562.0,1.5,4.67,29635.0,6.79,44.01,中国科传,45.822,790500000,4,SH601858 中国科传
951,SH601860,4.664048817090638,5729811.922380861,2.1071,11,0.38,False,0.01,0.5834,3507793500,2.63,0.76,,1.54,9225496905.0,1681315200000.0,9628369870.0,3.802,100,9.778563909652064,-23.0,0.38,-0.5831058268558342,70983773.0,0.01,1546444800000,0.44,5762751.0,27100086.0,1.06,0.583,17924.0,0.77,43.95,紫金银行,6.013,3660977137,0,SH601860 紫金银行
952,SH601865,43.57520414303329,1426285.8829117822,4.4657,11,0.97,False,0.01,5.099,1693574167,32.16,1.63,390.3055,-3.45,54465345211.0,1681315200000.0,69044116411.0,0.715,100,16.428525695235297,1038.61,-0.03,47.61333316688201,109719782.0,0.31,1550160000000,0.99,966286.0,3417380.0,0.69,4.917,92410.0,0.2,44.0,福莱特,32.525,2146894167,0,SH601865 福莱特
953,SH601866,31.031753839647426,5777355.562874104,1.3661,11,1.98,False,0.01,1.212,8231991083,2.58,2.37,3.1231,6.61,21238536994.0,1681315200000.0,35019113757.0,3.372,100,12.735801281256196,-72.21,0.0,21.67788627659968,187092100.0,0.05,1197388800000,0.29,14568996.0,72621061.0,1.99,1.211,95713.0,0.88,74.77,中远海发,8.93,13573299906,0,SH601866 中远海发
954,SH601868,15.16854801370271,127137645.5590928,0.3061,11,3.46,False,0.01,1.2138,14222500963,2.69,5.38,14.1347,17.47,38258527590.0,1681315200000.0,112149230181.0,0.929,100,7.964964832563247,18.64,-0.37,14.002159641787548,3359697088.0,0.09,1632758400000,0.19,416518900.0,1252643828.0,3.06,1.212,71008.0,8.81,40.31,中国能建,14.361,41691163636,0,SH601868 中国能建
955,SH601869,13.354453921693633,6292796.085085256,2.1641,11,0.28,False,0.01,2.9504,406338314,39.49,2.72,18.7705,21.02,16046300020.0,1681315200000.0,29929672715.0,1.17,100,11.713180538508924,28.92,0.03,21.19529187689686,133843927.0,0.11,1532016000000,1.54,-1997070.0,3391891.0,0.56,2.951,32332.0,0.83,43.99,长飞光纤,25.647,757905108,0,SH601869 长飞光纤
956,SH601872,38.05827449040751,-20453170.52345777,1.9421,11,2.16,False,0.01,1.6905,8126250017,7.1,3.02,8.248,27.01,57696375121.0,1681315200000.0,57696375121.0,2.676,100,17.109739021536164,101.33,0.0,16.873480597746138,317226225.0,0.15,1164902400000,0.63,34928163.0,44834381.0,1.08,1.744,133661.0,0.55,71.7,招商轮船,11.344,8126250017,0,SH601872 招商轮船
957,SH601877,1.5051839876345507,-9139453.078050964,1.2829,11,0.04,False,0.01,1.7039,2149973551,26.92,1.11,26.94,-2.82,57877287993.0,1681315200000.0,57877287993.0,1.486,100,11.635502656262458,89.76,-0.07,16.107363420430374,278841907.0,0.01,1264003200000,1.78,-5365760.0,10370930.0,0.87,1.704,126489.0,0.48,20.23,正泰电器,15.085,2149973551,0,SH601877 正泰电器
958,SH601878,19.57382258690465,-6526046.273376521,2.4218,11,-0.19,False,0.01,1.6006,3878185888,10.5,1.81,77.8521,5.74,40720951824.0,1681315200000.0,40720951824.0,2.857,100,6.621765145337758,-8.52,0.1,43.75815463234931,312707707.0,-0.02,1498406400000,0.43,-2635094.0,29836616.0,0.86,1.601,55700.0,0.77,44.02,浙商证券,24.617,3878185888,0,SH601878 浙商证券
959,SH601880,21.232404355528047,3929562.827788894,3.2234,11,0.0,False,0.01,0.9993,18828349817,1.61,0.62,11.3176,-0.62,30313643205.0,1681315200000.0,38619175964.0,1.056,100,3.3416715784805877,-4.95,0.0,21.705378013240704,41762920.0,0.0,1291564800000,0.05,-6867980.800000001,25899152.0,0.58,1.0,50645.0,0.14,37.89,辽港股份,30.177,23987065816,0,SH601880 辽港股份
960,SH601881,14.070578264056069,7061169.909034187,3.0886,11,0.0,False,0.01,1.1991,6446301247,10.25,1.46,3.3738,10.33,66074587782.0,1681315200000.0,103907180270.0,2.244,100,7.701033513873007,39.31,-0.1,25.44800728741588,263071658.0,0.0,1485100800000,0.77,-13588532.0,25692951.0,0.6,1.199,33794.0,0.4,44.05,中国银河,13.389,10137285880,0,SH601881 中国银河
961,SH601882,89.32817246854646,1616113.0561991036,5.4574,11,0.39,False,0.01,8.734,522000000,33.22,2.9,79.5249,26.79,17340840000.0,1681315200000.0,17340840000.0,1.084,100,28.678359933850437,1528.43,0.18,39.728989771187415,205418382.0,0.13,1478448000000,1.0,-6884624.0,6206741.0,0.53,8.742,46304.0,1.19,44.0,海天精工,33.306,522000000,0,SH601882 海天精工
962,SH601886,11.496917504148051,-317914.4413291106,0.4562,11,1.11,False,0.01,1.2971,1133002060,7.27,1.67,,-6.07,8236924976.0,1681315200000.0,8236924976.0,0.275,100,7.707775692676503,-32.93,-0.14,-1.345269954759576,29170341.0,0.08,1313596800000,0.43,1969129.0,4021123.0,0.98,1.298,25300.0,0.35,31.75,江河集团,16.842,1133002060,0,SH601886 江河集团
963,SH601888,2.7914530263331017,14891725.924977716,6.643,11,-1.06,False,0.01,7.4443,1952475544,174.78,1.79,,-19.09,341253675580.0,1681315200000.0,361595183710.0,0.458,100,12.866709504510162,2289.3,0.03,3.841672633582749,1957030927.0,-1.87,1255536000000,2.43,-114656365.0,11148532.0,0.94,7.444,511777.0,0.57,44.99,中国中免,71.882,2068859044,0,SH601888 中国中免
964,SH601890,9.966716747216696,5855383.021775043,6.5987,11,-1.46,False,0.01,2.8392,959400000,9.48,1.66,92.4335,7.36,9095112000.0,1681315200000.0,9095112000.0,0.422,100,3.789793690466823,3.52,0.0,2.831354013340581,125813603.0,-0.14,1293465600000,0.12,-12266675.0,13257338.0,0.67,2.838,88151.0,1.38,6.58,亚星锚链,75.874,959400000,0,SH601890 亚星锚链
965,SH601898,47.98313216810457,-3166655.2839602134,0.4821,11,0.0,False,0.01,0.8132,9152000400,8.02,1.37,2.437,-6.96,73399043208.0,1681315200000.0,106334480468.0,5.15,100,14.883543199008564,-57.47,0.12,19.476260918551567,128177238.0,0.0,1201795200000,1.38,-443801.0,16026859.0,0.67,0.813,81138.0,0.18,31.91,中煤能源,5.83,13258663400,0,SH601898 中煤能源
966,SH601899,67.2498119116948,99108136.28833205,1.3577,11,4.03,False,0.01,4.1264,20525299238,13.94,2.24,12.7976,39.4,286122671378.0,1681315200000.0,367014721026.0,1.435,100,25.056136026338088,185.95,0.22,25.703389263141418,2921463220.0,0.54,1209052800000,0.76,99649561.0,210578014.0,1.28,4.124,546659.0,1.03,95.23,紫金矿业,18.312,26328172240,0,SH601899 紫金矿业
967,SH601900,-8.772760931863111,,1.2228,11,-3.97,False,0.01,1.3757,895876566,10.64,6.68,4.3322,28.04,9532126662.0,,9532126662.0,3.102,100,8.071834452243689,72.61,0.28,6.330242631987559,251873815.0,-0.44,1455465600000,0.63,15092669.0,23287732.0,1.93,1.376,11832.0,2.6,44.05,南方传媒,16.956,895876566,0,SH601900 南方传媒
968,SH601901,28.70208693803007,4568050.028542791,7.5155,11,-0.14,False,0.01,1.3581,8232101395,7.1,1.27,,11.29,58447919905.0,1681315200000.0,58447919905.0,0.169,100,5.09041538503348,34.6,0.0,5.649255405365605,153113530.0,-0.01,1312905600000,0.26,-7364067.0,21483206.0,0.59,1.358,174134.0,0.26,43.59,方正证券,27.21,8232101395,0,SH601901 方正证券
969,SH601908,54.853640247821154,26261.087342984047,1.5287,11,0.0,False,0.01,1.3668,2414602861,6.52,0.92,,-0.76,15743210654.0,1681315200000.0,15743210654.0,0.92,100,8.624120765200356,-42.4,0.31,82.46515193984744,98209226.0,0.0,1315411200000,0.4,-4050124.0,15068831.0,0.97,1.367,70171.0,0.62,11.02,京运通,16.465,2414602861,0,SH601908 京运通
970,SH601916,1.7568300628788336,18617419.438662525,1.0306,11,0.34,False,0.01,0.4564,16714696778,2.96,1.02,0.3753,0.68,49475502463.0,1681315200000.0,62955342463.0,7.095,100,8.326454745003089,-34.47,0.34,9.627163633277668,132057134.0,0.01,1574697600000,0.64,-6842031.0,44678641.0,0.8,0.456,23884.0,0.27,0.61,浙商银行,4.623,21268696778,0,SH601916 浙商银行
971,SH601918,62.34785969171883,-4788339.937302581,0.8548,11,0.24,False,0.01,0.941,2590541800,4.1,0.98,3.1339,-2.15,10621221380.0,1681315200000.0,10621221380.0,1.707,100,24.591051585045975,-52.67,0.0,12.375275205747304,70748224.0,0.01,1197993600000,0.95,2170809.0,17291928.0,1.35,0.94,82589.0,0.67,136.22,新集能源,4.323,2590541800,0,SH601918 新集能源
972,SH601919,153.04230263458138,135358012.63176838,0.4564,11,0.0,False,0.01,0.8908,12740611286,11.09,1.08,0.907,7.77,141293379162.0,1681315200000.0,178497889362.0,30.658,100,65.6105463305585,21.7,0.0,37.30950292932256,830307376.0,0.0,1182787200000,6.81,-6262850.5,74641577.0,0.92,0.891,930397.0,0.59,93.16,中远海控,1.629,16095391286,0,SH601919 中远海控
973,SH601928,21.352234374595945,17506968.9347352,2.1643,11,-3.74,False,0.01,1.7321,2544900000,11.32,7.31,12.2682,42.93,28808268000.0,1681315200000.0,28808268000.0,4.417,100,15.061119215827883,33.0,-0.18,2.7212837479381413,498724806.0,-0.44,1322582400000,0.95,1463541.0,43669012.0,1.22,1.731,56982.0,1.72,34.77,凤凰传媒,11.921,2544900000,0,SH601928 凤凰传媒
974,SH601929,,1586325.9672282536,3.666,11,-1.78,False,0.01,1.0391,3301295328,2.21,4.89,7.7208,13.92,7295862675.0,1681315200000.0,7295862675.0,0.0,100,-1.6750168846064322,-55.31,0.0,0.2245473458400537,160711676.0,-0.04,1329926400000,-0.04,-2882822.0,72410488.0,0.91,1.038,31883.0,2.19,87.43,吉视传媒,,3301295328,0,SH601929 吉视传媒
975,SH601933,,-1928982.9953790072,0.327,11,-1.48,False,0.01,3.1592,9075036993,3.32,1.48,8.1784,-9.04,30129122817.0,1681315200000.0,30129122817.0,0.602,100,-24.173987176779164,-4.96,0.0,2.893266831499264,120965428.0,-0.05,1292342400000,-0.29,-32967019.0,36391200.0,1.18,3.162,298921.0,0.4,34.65,永辉超市,,9075036993,0,SH601933 永辉超市
976,SH601939,6.682692400725609,47741661.43752166,1.8816,11,-0.16,False,0.01,0.5696,9593657606,6.19,1.45,1.5817,9.95,59384740581.0,1681315200000.0,1547567950638.0,6.284,100,11.895799494725768,50.09,0.0,5.240218940813146,494304148.0,-0.01,1190649600000,1.3,-27038343.0,80066660.0,0.98,0.569,421638.0,0.83,32.25,建设银行,4.778,250010977486,0,SH601939 建设银行
977,SH601952,11.381266490910935,894759.9748038126,1.3362,11,-0.52,False,0.01,2.6443,1378000000,11.52,1.12,22.4413,-2.7,15874560000.0,1681315200000.0,15874560000.0,2.083,100,13.757985831418896,48.23,0.09,15.405160701818122,66597645.0,-0.06,1494777600000,0.58,-6544934.0,5776770.0,1.1,2.642,47604.0,0.42,43.99,苏垦农发,19.937,1378000000,0,SH601952 苏垦农发
978,SH601956,13.281370426980011,,0.66,11,0.18,False,0.01,1.4811,318129958,5.67,1.24,45.8693,-3.74,1803796862.0,,3527682921.0,1.764,100,6.994440624835871,-49.14,-0.18,2.741346374775011,20668455.0,0.01,1608825600000,0.23,-668502.0,3647546.0,0.67,1.48,4027.0,1.15,37.15,东贝集团,24.836,622166300,0,SH601956 东贝集团
979,SH601958,26.21089367437448,6642730.35713964,3.96,11,3.26,False,0.01,2.7984,3226604400,11.08,3.73,19.2637,-4.07,35750776752.0,1681315200000.0,35750776752.0,0.903,100,8.474887555935926,-19.87,0.09,0.7974191797364139,602368251.0,0.35,1208361600000,0.32,102140443.0,54553969.0,1.09,2.798,56127.0,1.69,36.09,金钼股份,34.146,3226604400,0,SH601958 金钼股份
980,SH601963,4.979614886588157,-528478.4166446882,1.8888,11,-0.14,False,0.01,0.5811,691401067,7.32,0.55,4.7883,7.96,5061055810.0,1681315200000.0,25433693768.0,5.396,100,10.077366972467567,-38.6,-0.14,4.065827384114207,35700530.0,-0.01,1612454400000,1.4,-4749299.0,4878293.0,1.51,0.567,13092.0,0.71,44.04,重庆银行,5.225,3474548329,0,SH601963 重庆银行
981,SH601965,13.437758115749808,1742230.7673147663,7.0859,11,5.41,False,0.01,4.1986,977229707,23.96,5.72,32.4927,23.63,23414423780.0,1681315200000.0,24076152977.0,1.231,100,12.42959194273263,460.19,-0.21,4.990821413369484,214008729.0,1.23,1339344000000,0.68,14070858.0,9053774.0,1.17,4.196,26093.0,0.93,-7.56,中国汽研,35.177,1004847787,0,SH601965 中国汽研
982,SH601966,-52.075308687461465,7047855.582070241,1.9082,11,1.15,False,0.01,1.6962,1473522713,22.02,2.2,25.5886,7.52,32446970140.0,1681315200000.0,32517627916.0,0.731,100,0.4250975624769454,53.32,-0.09,-1.1430733713651664,230920131.0,0.25,1467734400000,0.05,25453241.0,10447521.0,0.77,1.696,55333.0,0.71,43.99,玲珑轮胎,426.764,1476731513,0,SH601966 玲珑轮胎
983,SH601968,29.97046713474589,495781.4095568522,0.9956,11,2.55,False,0.01,2.1905,905132435,7.23,3.55,43.3148,9.88,6544107505.0,1681315200000.0,8191873228.0,1.66,100,7.642604689299716,70.41,-0.28,14.851578745223115,65067081.0,0.18,1433952000000,0.25,4736133.0,9060701.0,1.97,2.204,22969.0,1.0,44.16,宝钢包装,29.507,1133039174,0,SH601968 宝钢包装
984,SH601969,68.87586936818929,-8888276.003432458,3.1857,11,1.75,False,0.01,2.4276,2021701729,7.55,1.62,12.1347,1.89,15263848054.0,1681315200000.0,15386556694.0,1.298,100,10.32360447570612,-38.67,0.0,9.109954602833238,89132917.0,0.13,1418054400000,0.3,1964993.0,11860514.0,0.99,2.428,33805.0,0.59,44.0,海南矿业,25.016,2037954529,0,SH601969 海南矿业
